"","skewness(satisfaction_level)","skewness(last_evaluation)","skewness(number_project)","skewness(average_montly_hours)","skewness(time_spend_company)","skewness(Log_TimeSpent)","skewness(Inv_TimeSpent)","skewness(Imp_timeSpend)"
"1",-0.539013051358963,-0.0318013407010021,0.332810239259531,0.0275231392904464,1.81503783943894,0.544127234007635,0.236493228031138,0.613427201597444
