"","kurtosis(EmployeeData_Redacted$satisfaction_level)","kurtosis(EmployeeData_Redacted$last_evaluation)","kurtosis(EmployeeData_Redacted$number_project)","kurtosis(EmployeeData_Redacted$average_montly_hours)","kurtosis(EmployeeData_Redacted$time_spend_company)","kurtosis(EmployeeData_Redacted$Log_TimeSpent)","kurtosis(EmployeeData_Redacted$Inv_TimeSpent)"
"1",2.53828741279225,1.81748939956415,2.64673016746873,1.91557635029044,2.63277864589545,2.16766960586869,2.02435355472332
