"","kurtosis(satisfaction_level)","kurtosis(last_evaluation)","kurtosis(number_project)","kurtosis(average_montly_hours)","kurtosis(time_spend_company)","kurtosis(Log_TimeSpent)","kurtosis(Inv_TimeSpent)","kurtosis(Imp_timeSpend)"
"1",2.47729999331207,1.82091881105133,2.60447423345414,1.91697045434862,8.13291315248365,3.18593636155589,2.19185905108608,2.84193702622479
